season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual
2,5,3,0,5,1,1,0.66,0.6212,0.65,0.0896,1
2,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,2
2,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,2
2,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,8
2,5,7,0,5,1,1,0.64,0.6061,0.73,0.1642,20
2,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,25
2,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,37
2,5,10,0,5,1,1,0.72,0.6667,0.54,0.3881,42
2,5,11,0,5,1,2,0.74,0.6818,0.55,0.3284,40
2,5,12,0,5,1,2,0.76,0.6970000000000001,0.55,0.2985,53
2,5,13,0,5,1,1,0.74,0.6818,0.58,0.19399999999999998,51
2,5,14,0,5,1,1,0.76,0.6970000000000001,0.55,0.2537,51
2,5,15,0,5,1,1,0.78,0.7121,0.49,0.2836,98
2,5,16,0,5,1,2,0.76,0.6970000000000001,0.55,0.3881,63
2,5,17,0,5,1,1,0.74,0.6818,0.58,0.3881,77
2,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,89
2,5,19,0,5,1,3,0.6,0.5758,0.78,0.2537,69
2,5,20,0,5,1,2,0.62,0.5909,0.73,0.2239,24
2,5,21,0,5,1,1,0.6,0.5606,0.83,0.1045,37
2,5,22,0,5,1,1,0.6,0.5758,0.78,0.1343,25
2,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,23
2,5,0,0,6,0,1,0.58,0.5455,0.88,0.1343,15
2,5,1,0,6,0,1,0.58,0.5455,0.88,0.19399999999999998,8
2,5,2,0,6,0,1,0.56,0.5303,0.94,0.19399999999999998,13
2,5,3,0,6,0,1,0.56,0.5303,0.88,0.2239,2
2,5,4,0,6,0,1,0.56,0.5303,0.88,0.2537,0
2,5,5,0,6,0,1,0.56,0.5303,0.88,0.2239,4
2,5,6,0,6,0,1,0.58,0.5455,0.83,0.2537,3
2,5,7,0,6,0,1,0.6,0.5606,0.83,0.2537,17
2,5,8,0,6,0,1,0.62,0.5909,0.78,0.19399999999999998,27
2,5,9,0,6,0,1,0.64,0.6061,0.73,0.2537,61
2,5,10,0,6,0,1,0.7,0.6515,0.65,0.2239,110
2,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,171
2,5,12,0,6,0,1,0.72,0.6667,0.58,0.2537,145
2,5,13,0,6,0,1,0.72,0.6818,0.62,0.2239,168
2,5,14,0,6,0,1,0.74,0.6818,0.58,0.2239,172
2,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,187
2,5,16,0,6,0,1,0.76,0.6970000000000001,0.55,0.2836,201
2,5,17,0,6,0,1,0.74,0.6818,0.55,0.2985,180
2,5,18,0,6,0,1,0.72,0.6818,0.62,0.2537,173
2,5,19,0,6,0,1,0.7,0.6515,0.65,0.19399999999999998,99
2,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,68
2,5,21,0,6,0,1,0.66,0.6212,0.74,0.2985,87
2,5,22,0,6,0,1,0.66,0.6061,0.78,0.2239,46
2,5,23,0,6,0,1,0.64,0.5758,0.83,0.19399999999999998,44
2,5,0,0,0,0,1,0.64,0.5758,0.83,0.2239,32
2,5,1,0,0,0,1,0.62,0.5606,0.88,0.1642,17
2,5,2,0,0,0,1,0.62,0.5606,0.88,0.1045,12
2,5,3,0,0,0,1,0.62,0.5606,0.88,0.1045,2
2,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,13
2,5,5,0,0,0,1,0.6,0.5152,0.94,0.1642,3
2,5,6,0,0,0,2,0.62,0.5606,0.88,0.19399999999999998,5
2,5,7,0,0,0,2,0.62,0.5606,0.88,0.2537,13
2,5,8,0,0,0,2,0.62,0.5606,0.88,0.2239,34
2,5,9,0,0,0,2,0.62,0.5455,0.94,0.2537,74
2,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,130
2,5,11,0,0,0,2,0.66,0.6061,0.83,0.2836,139
2,5,12,0,0,0,2,0.7,0.6667,0.74,0.2239,216
2,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,237
2,5,14,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,183
2,5,15,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,221
2,5,16,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,194
2,5,17,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,214
2,5,18,0,0,0,1,0.72,0.6970000000000001,0.74,0.2836,151
2,5,19,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,141
2,5,20,0,0,0,1,0.7,0.6667,0.79,0.19399999999999998,91
2,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,107
2,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78
2,5,23,0,0,0,1,0.66,0.5909,0.89,0.1642,48
2,5,0,1,1,0,1,0.64,0.5606,0.94,0.19399999999999998,38
2,5,1,1,1,0,1,0.64,0.5606,0.94,0.1343,26
2,5,2,1,1,0,1,0.64,0.5606,0.94,0.19399999999999998,17
2,5,3,1,1,0,1,0.64,0.5606,0.94,0.19399999999999998,10
2,5,4,1,1,0,1,0.62,0.5455,0.94,0.1642,2
2,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,1
2,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6
2,5,7,1,1,0,2,0.64,0.5606,0.94,0.0,12
2,5,8,1,1,0,2,0.66,0.5909,0.89,0.1045,36
2,5,9,1,1,0,1,0.72,0.6970000000000001,0.74,0.0896,47
2,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,116
2,5,11,1,1,0,1,0.82,0.7727,0.52,0.0,153
2,5,12,1,1,0,1,0.86,0.8029999999999999,0.47,0.1045,179
2,5,13,1,1,0,1,0.86,0.7879,0.44,0.0896,133
2,5,14,1,1,0,1,0.88,0.8029999999999999,0.39,0.0,142
2,5,15,1,1,0,1,0.88,0.8029999999999999,0.39,0.2537,132
2,5,16,1,1,0,1,0.88,0.7879,0.37,0.2836,101
2,5,17,1,1,0,1,0.86,0.7879,0.41,0.2239,102
2,5,18,1,1,0,1,0.86,0.7879,0.41,0.1642,77
2,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,68
2,5,20,1,1,0,1,0.76,0.7121,0.58,0.0,69
2,5,21,1,1,0,1,0.74,0.6970000000000001,0.7,0.1343,42
2,5,22,1,1,0,1,0.72,0.6970000000000001,0.74,0.1642,26
2,5,23,1,1,0,1,0.7,0.6667,0.84,0.1045,14
2,5,0,0,2,1,1,0.7,0.6667,0.79,0.0896,9
2,5,1,0,2,1,1,0.68,0.6364,0.89,0.0896,8
2,5,2,0,2,1,2,0.66,0.5909,0.94,0.1343,5
2,5,3,0,2,1,2,0.64,0.5606,0.94,0.0,1
2,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0
2,5,5,0,2,1,1,0.66,0.6061,0.83,0.0896,0
2,5,6,0,2,1,1,0.68,0.6364,0.79,0.0896,11
2,5,7,0,2,1,1,0.74,0.6970000000000001,0.66,0.1045,16
2,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,34
2,5,9,0,2,1,1,0.8,0.7576,0.55,0.1343,22
2,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,37
2,5,11,0,2,1,1,0.86,0.8029999999999999,0.47,0.0,28
2,5,12,0,2,1,1,0.86,0.8029999999999999,0.47,0.1343,37
2,5,13,0,2,1,1,0.9,0.8333,0.39,0.1642,37
2,5,14,0,2,1,1,0.9,0.8182,0.37,0.0,41
2,5,15,0,2,1,1,0.9,0.8182,0.37,0.1642,42
2,5,16,0,2,1,1,0.9,0.8333,0.39,0.1343,44
2,5,17,0,2,1,1,0.84,0.8029999999999999,0.53,0.2239,67
2,5,18,0,2,1,1,0.84,0.8029999999999999,0.53,0.19399999999999998,55
2,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39
2,5,20,0,2,1,1,0.78,0.7424,0.62,0.1045,38
2,5,21,0,2,1,1,0.76,0.7273,0.66,0.1045,45
2,5,22,0,2,1,1,0.74,0.6970000000000001,0.7,0.1642,42
2,5,23,0,2,1,1,0.72,0.6970000000000001,0.79,0.0896,15
2,6,0,0,3,1,1,0.7,0.6667,0.79,0.1642,9
2,6,1,0,3,1,1,0.7,0.6667,0.84,0.2537,8
2,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0
2,6,3,0,3,1,1,0.68,0.6364,0.89,0.19399999999999998,0
2,6,4,0,3,1,2,0.68,0.6364,0.89,0.2239,0
2,6,5,0,3,1,2,0.66,0.5909,0.89,0.0896,2
2,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7
2,6,7,0,3,1,2,0.7,0.6667,0.79,0.1642,19
2,6,8,0,3,1,2,0.72,0.6970000000000001,0.79,0.19399999999999998,37
2,6,9,0,3,1,2,0.74,0.7121,0.74,0.2239,34
2,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31
2,6,11,0,3,1,2,0.82,0.8029999999999999,0.59,0.2239,26
2,6,12,0,3,1,1,0.86,0.8333,0.53,0.0,32
2,6,13,0,3,1,1,0.9,0.8182,0.37,0.19399999999999998,29
2,6,14,0,3,1,1,0.9,0.8182,0.37,0.2537,40
2,6,15,0,3,1,1,0.9,0.8333,0.39,0.2985,25
2,6,16,0,3,1,1,0.86,0.8029999999999999,0.47,0.2985,39
2,6,17,0,3,1,1,0.86,0.8029999999999999,0.47,0.2985,52
2,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31
2,6,19,0,3,1,2,0.74,0.7121,0.79,0.1642,16
2,6,20,0,3,1,2,0.74,0.7121,0.79,0.2537,23
2,6,21,0,3,1,1,0.74,0.6970000000000001,0.7,0.2836,29
2,6,22,0,3,1,1,0.74,0.6970000000000001,0.66,0.1343,14
2,6,23,0,3,1,1,0.74,0.6667,0.51,0.1642,10
2,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11
2,6,1,0,4,1,1,0.72,0.6515,0.38,0.1045,3
2,6,2,0,4,1,1,0.7,0.6364,0.39,0.0,0
2,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0
2,6,4,0,4,1,1,0.66,0.6212,0.41,0.19399999999999998,0
2,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3
2,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7
2,6,7,0,4,1,1,0.7,0.6364,0.34,0.2537,19
2,6,8,0,4,1,1,0.7,0.6364,0.32,0.2985,25
2,6,9,0,4,1,1,0.72,0.6364,0.26,0.3582,28
2,6,10,0,4,1,1,0.72,0.6515,0.28,0.4925,33
2,6,11,0,4,1,1,0.74,0.6515,0.28,0.3881,42
2,6,12,0,4,1,1,0.76,0.6667,0.25,0.4627,39
2,6,13,0,4,1,1,0.8,0.6818,0.24,0.3582,35
2,6,14,0,4,1,1,0.78,0.6667,0.24,0.3284,43
2,6,15,0,4,1,1,0.8,0.6818,0.21,0.3881,44
2,6,16,0,4,1,1,0.8,0.6818,0.22,0.4925,63
2,6,17,0,4,1,1,0.76,0.6515,0.2,0.5224,88
2,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,74
2,6,19,0,4,1,1,0.72,0.6364,0.23,0.2985,58
2,6,20,0,4,1,1,0.7,0.6364,0.24,0.19399999999999998,51
2,6,21,0,4,1,1,0.66,0.6212,0.31,0.19399999999999998,33
2,6,22,0,4,1,1,0.64,0.6212,0.33,0.2537,14
2,6,23,0,4,1,1,0.62,0.6212,0.35,0.2239,23
2,6,0,0,5,1,1,0.62,0.6212,0.38,0.2836,15
2,6,1,0,5,1,1,0.6,0.6212,0.38,0.3582,7
2,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0
2,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0
2,6,4,0,5,1,1,0.52,0.5,0.48,0.3284,1
2,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4
2,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8
2,6,7,0,5,1,1,0.54,0.5152,0.45,0.2537,25
2,6,8,0,5,1,2,0.56,0.5303,0.43,0.3284,31
2,6,9,0,5,1,1,0.58,0.5455,0.4,0.1642,36
2,6,10,0,5,1,1,0.62,0.6212,0.33,0.2537,54
2,6,11,0,5,1,1,0.64,0.6212,0.31,0.3284,57
2,6,12,0,5,1,1,0.66,0.6212,0.27,0.2836,51
2,6,13,0,5,1,1,0.68,0.6212,0.26,0.2537,58
2,6,14,0,5,1,1,0.7,0.6364,0.28,0.2836,66
2,6,15,0,5,1,1,0.7,0.6364,0.28,0.2836,56
2,6,16,0,5,1,1,0.72,0.6364,0.26,0.3284,63
2,6,17,0,5,1,1,0.72,0.6364,0.25,0.2836,73
2,6,18,0,5,1,1,0.7,0.6364,0.24,0.2985,76
2,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,53
2,6,20,0,5,1,1,0.64,0.6212,0.29,0.1642,57
2,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51
2,6,22,0,5,1,1,0.62,0.6212,0.35,0.0,26
2,6,23,0,5,1,1,0.58,0.5455,0.46,0.1045,30
2,6,0,0,6,0,1,0.56,0.5303,0.52,0.0,24
2,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14
2,6,2,0,6,0,1,0.54,0.5152,0.56,0.19399999999999998,18
2,6,3,0,6,0,1,0.52,0.5,0.59,0.1045,8
2,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4
2,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,3
2,6,6,0,6,0,1,0.54,0.5152,0.6,0.0,11
2,6,7,0,6,0,1,0.56,0.5303,0.56,0.0,27
2,6,8,0,6,0,1,0.6,0.6212,0.46,0.0896,29
2,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55
2,6,10,0,6,0,1,0.64,0.6212,0.38,0.1045,115
2,6,11,0,6,0,1,0.66,0.6212,0.36,0.1343,120
2,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150
2,6,13,0,6,0,1,0.74,0.6515,0.28,0.1343,188
2,6,14,0,6,0,1,0.74,0.6515,0.33,0.2239,193
2,6,15,0,6,0,2,0.74,0.6515,0.27,0.4179,180
2,6,16,0,6,0,2,0.72,0.6515,0.3,0.1343,168
2,6,17,0,6,0,2,0.72,0.6515,0.34,0.2537,142
2,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,127
2,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79
2,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,90
2,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,46
2,6,22,0,6,0,1,0.64,0.6212,0.57,0.2239,49
2,6,23,0,6,0,2,0.64,0.6212,0.57,0.0,29
2,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23
2,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26
2,6,2,0,0,0,2,0.64,0.6212,0.61,0.1642,16
2,6,3,0,0,0,2,0.62,0.6061,0.65,0.1642,22
2,6,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4
2,6,5,0,0,0,2,0.62,0.6061,0.61,0.1343,1
2,6,6,0,0,0,2,0.62,0.6061,0.61,0.1045,10
2,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8
2,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,24
2,6,9,0,0,0,2,0.6,0.5758,0.78,0.19399999999999998,53
2,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83
2,6,11,0,0,0,2,0.64,0.6061,0.69,0.1045,121
2,6,12,0,0,0,2,0.64,0.6061,0.69,0.1045,123
2,6,13,0,0,0,1,0.66,0.6212,0.65,0.1045,154
2,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,161
2,6,15,0,0,0,1,0.7,0.6515,0.54,0.0,161
2,6,16,0,0,0,1,0.72,0.6667,0.51,0.0896,138
2,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,126
2,6,18,0,0,0,1,0.7,0.6515,0.58,0.1045,124
2,6,19,0,0,0,1,0.68,0.6364,0.65,0.1642,108
2,6,20,0,0,0,1,0.66,0.6212,0.69,0.19399999999999998,84
2,6,21,0,0,0,1,0.64,0.6061,0.73,0.1642,54
2,6,22,0,0,0,1,0.64,0.5909,0.78,0.2239,36
2,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25
2,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11
2,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9
2,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4
2,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2
2,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4
2,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7
2,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11
2,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18
2,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28
2,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26
2,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31
2,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39
2,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25
2,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28
2,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46
2,6,15,0,1,1,1,0.8,0.6970000000000001,0.29,0.19399999999999998,38
2,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34
2,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63
2,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56
2,6,19,0,1,1,1,0.72,0.6667,0.54,0.19399999999999998,64
2,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59
2,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29
2,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36
2,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5
2,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5
2,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2
2,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3
2,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1
2,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2
2,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2
2,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10
2,6,7,0,2,1,2,0.64,0.6061,0.69,0.19399999999999998,23
2,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45
2,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27
2,6,10,0,2,1,2,0.76,0.6818,0.48,0.19399999999999998,37
2,6,11,0,2,1,2,0.76,0.6970000000000001,0.52,0.2537,38
2,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42
2,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55
2,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34
2,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56
2,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55
2,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64
2,6,18,0,2,1,1,0.78,0.6970000000000001,0.46,0.2836,72
2,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69
2,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45
2,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31
2,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27
2,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18
2,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12
2,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,3
2,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0
2,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2
2,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0
2,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0
2,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13
2,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24
2,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46
2,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34
2,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27
2,6,11,0,3,1,1,0.84,0.7576,0.41,0.19399999999999998,28
2,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15
2,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20
2,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44
2,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28
2,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34
2,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80
2,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61
2,6,19,0,3,1,1,0.82,0.8029999999999999,0.59,0.1343,61
2,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55
2,6,21,0,3,1,1,0.8,0.8029999999999999,0.66,0.1343,34
2,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37
2,6,23,0,3,1,1,0.76,0.7424,0.75,0.19399999999999998,18
2,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7
2,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3
2,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0
2,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0
2,6,4,0,4,1,2,0.72,0.6970000000000001,0.79,0.0896,2
2,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1
2,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13
2,6,7,0,4,1,2,0.72,0.6970000000000001,0.79,0.1343,31
2,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32
2,6,9,0,4,1,1,0.84,0.7879,0.49,0.0,20
2,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20
2,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36
2,6,12,0,4,1,1,0.92,0.8485,0.35,0.19399999999999998,40
2,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18
2,6,14,0,4,1,1,0.92,0.8788,0.4,0.19399999999999998,25
2,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18
2,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30
2,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54
2,6,18,0,4,1,1,0.88,0.8029999999999999,0.39,0.2836,52
2,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55
2,6,20,0,4,1,2,0.8,0.7273,0.43,0.19399999999999998,40
2,6,21,0,4,1,3,0.76,0.6970000000000001,0.52,0.0,29
2,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22
2,6,23,0,4,1,2,0.74,0.6970000000000001,0.57,0.1642,15
2,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8
2,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5
2,6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,6
2,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3
2,6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0
2,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0
2,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10
2,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25
2,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29
2,6,9,0,5,1,1,0.76,0.6970000000000001,0.55,0.0,37
2,6,10,0,5,1,1,0.78,0.7121,0.52,0.0,23
2,6,11,0,5,1,1,0.82,0.7576,0.46,0.0,46
2,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40
2,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40
2,6,14,0,5,1,1,0.86,0.7727,0.39,0.0,44
2,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49
2,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46
2,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63
2,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96
2,6,19,0,5,1,1,0.78,0.7424,0.59,0.19399999999999998,61
2,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53
2,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55
2,6,22,0,5,1,1,0.72,0.6970000000000001,0.74,0.2537,40
2,6,23,0,5,1,1,0.72,0.6970000000000001,0.74,0.1642,36
2,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28
2,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10
2,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10
2,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10
2,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,4
2,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,4
2,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9
2,6,7,0,6,0,1,0.72,0.6667,0.58,0.19399999999999998,18
2,6,8,0,6,0,1,0.74,0.6818,0.58,0.19399999999999998,32
2,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59
2,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91
2,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110
2,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112
2,6,13,0,6,0,1,0.8,0.7576,0.55,0.19399999999999998,150
2,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148
2,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,142
2,6,16,0,6,0,2,0.8,0.7273,0.46,0.19399999999999998,169
2,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147
2,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131
2,6,19,0,6,0,1,0.7,0.6515,0.65,0.19399999999999998,97
2,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95
2,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76
2,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53
2,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24
2,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,19
2,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,19
2,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,9
2,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,8
2,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,8
2,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,5
2,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5
2,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,7
2,6,8,0,0,0,1,0.7,0.6667,0.74,0.0,28
2,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,75
2,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,120
2,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131
2,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,176
2,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109
2,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96
2,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142
2,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115
2,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,94
2,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,69
2,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67
2,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62
